时间,关键词,表情,内容
20161205,减肥,[耶],我要减肥我爱学习[耶] ​
20161205,减肥,[心],【学生时代最遗憾的事 献给毕业的你】 都是要毕业了才爱上这所学校：被吐槽的食堂菜，年租1500块的四人寝，嚷着减肥又光顾的小吃摊......毕业的我们，即将和这个世界单打独斗。不要在青春告别前留有遗憾，#学生时代最遗憾的事#从来都不是失败，而是我本可以[心] http://t.cn/RcT46p9 ​
20161205,减肥,[悲伤],减肥期间的夜晚真是不好过啊[悲伤] ​
20161205,减肥,[二哈],#表白爱豆大作战#晚上九点半吃完同事请的手抓饼决定开启人生的第N次减肥，健康饮食[二哈] 济南 ​
20161205,减肥,[可爱],我已经放弃[ali哇]减肥了[二哈[可爱]] ​
20161205,减肥,"[海浪],[害羞]",连的[海浪]了几日了，我是真呢累了，然后，从明天开始我要好好读书，好好减肥。[害羞][害羞][害羞] 昆明·云南民族大学 ​
20161205,减肥,[摊手],果然不吃饭+飞烂班是最有效的减肥方法 [摊手] 澳大利亚 ​
20161205,减肥,[微笑],以利相交，利尽则散；以势相交，势去则倾；以权相交，权失则弃；唯以心相交，方成其久远。盗了楠楠姐一张图@小胖楠要减肥 [微笑] 天津·尖山（商圈） ​
20161205,减肥,[二哈],【为啥要脱团？】“妹子嫌我胖，所以爱情的力量是伟大的，要嗑盐，更要运动，致在减肥途中的你，共勉”@气象猿 ☜就是他，虐狗[二哈] ​
20161205,减肥,[泪],#减肥# 每天就跟赶场子似的奔波于健身房 可是一斤都不瘦 今天准备绝食来着 结果到中午已经饿的不行不行 还是继续好好吃饭 继续好好奔波于健身房吧 可是可是……好不容易下定决心要跑上一个小时 跑到自己大汗淋漓 结果刚换上健身裤就发现裤子扯了[泪]然后就回家做饭吃 最近失眠……这会儿花钱买裤子去 ​
20161205,减肥,[晕],减肥成功[晕] ​
20161205,减肥,[睡觉],开始好好运动好好减肥，晚安[睡觉][睡觉][睡觉] 泰国 ​
20161205,减肥,[摊手],冬天适合怎么减肥啊[摊手] ​
20161205,减肥,"[花痴],[鲜花],[惊恐]",[鲜花][鲜花]紫薯面包，好想吃[花痴][花痴]大半夜的又饿了。#锦绣未央##美食#还想吃还减肥[惊恐]#减肥# 芜湖 ​
20161205,减肥,[坏笑],因为这个女人，当了一回车夫。别看她瘦的跟竹竿似的，真尼玛重～该减肥了[坏笑]。 中山·莲塘路 ​
20161205,减肥,[大哭],又想再一次减肥[大哭] ​
20161205,减肥,[爱你],我好好努力，努力向小哇学习，希望有一天再次见到他时，可以变得更美好。好好减肥，还有不要吃晚饭了[爱你][爱你][爱你]#钟汉良# 厦门·厦门大学(商圈) ​
20161205,减肥,[坏笑],hhd姑娘——说胖就胖[笑cry][笑cry]，我要减肥了从明天开始[坏笑][坏笑][坏笑] 贵阳·云岩区 ​
20161205,减肥,"[叉],[星星]",[星星]半个月八斤嘻嘻手机里反馈太多 已经搞不清楚谁是谁了减肥这件事情跟创业一样 只适合有魄力的人做的 别犹犹豫豫怕这怕那[叉][叉][叉] ​
20161205,减肥,[难过],宝贝，我们减肥好不好[难过] 北京 ​
20161205,减肥,[拜拜],刚刚又暴食了一顿，果然是吃饱之后才能想起减肥[拜拜] ​
20161205,减肥,[强壮],立志减肥[强壮][强壮][强壮] 青岛·石油大学 ​
20161205,减肥,[抓狂],肚子饿怎么办，说好的要减肥呢[抓狂][抓狂] ​
20161205,减肥,"[加油],[月亮]",#今天我替胡歌发微博#我要瘦瘦瘦，开启减肥模式[加油][加油][加油][月亮][月亮]#表白爱豆大作战#😬😬😬 晋江·万商汇广场 ​
20161205,减肥,"[悲伤],[得意地笑]",每一个长期减肥未成功的人 身边总有一个多年增肥无效的伙伴 。[悲伤][得意地笑] ​
20161205,减肥,"[微笑],[二哈],[太开心]",暖男就是暖男啊，每次我回家喂奶，他都会跑过来和我拜拜，反正就是围着我转。转，转。潘老吸我要和髓，我要期糖，我要去去娃[太开心][太开心][太开心]中午还得搂着睡觉[微笑]讲故事一个又一个，反正，好多问题，看见我就笑嘻嘻(◍•ᴗ•◍)好喜欢啊。我的娃们都很坚持，我在减肥的路上怎么能够懈怠[二哈] ​ 全文
20161205,减肥,[黑线],减肥的动力好像在消失了[黑线][黑线][黑线] ​
20161205,减肥,[赞],[赞][赞][赞]美食是女人最大的天敌 不是我不想减肥 是敌人太过于强大了 ![xkl捏脸][xkl捏脸][xkl捏脸] ​
20161205,减肥,[耶],#减肥励志##健身励志# 第八个月了，这个过程虽然一个人，但还是自己熬过来了。坚持时间不会辜负我[耶] ​
20161205,减肥,[摊手],母后说就算我减肥成功了，脸也还是那么大[摊手][摊手][摊手] 北京 ​
20161205,减肥,[挖鼻],我妈一边吃一边说，我太胖了，要减肥[挖鼻][挖鼻][挖鼻][挖鼻]女人的话果然不可信 ​
20161205,减肥,[泪],运动打卡。不减肥真不行了。。靠。。[泪][泪] ​
20161205,减肥,[微笑],千玺，晚安[微笑]妈妈呀，好冷啊啊啊啊！我滴个神！还是被子里面暖和点！重点是我好像还没吃完饭，但是！一点都没觉得饿，难道是因为饿多了胃已经麻木了所以没感觉？嗯，也不是没有可能的！我还跟我母上大人抱怨没得饭吃，直接告诉我减肥！嗯，可以的，这是亲生的！我长的这么好看，（？）为什么还要减肥 ​ 全文
20161205,减肥,[污],我要减肥了 [污] ​
20161205,减肥,[污],饿了，不饿怎么减肥呢[污]乖乖睡吧 ​
20161205,减肥,[马到成功],学习！  减肥！加油哦！坚持坚持[马到成功] ​
20161205,减肥,[鼓掌],明明我的日常是这样的，请不要黑我@阿了的了要减肥  我都替你感动有这么棒的女票～[鼓掌][鼓掌][鼓掌] ​
20161205,减肥,"[泪],[瞧瞧]",从来没有一句话这么激励人心去减肥。。。。[泪][瞧瞧] ​
20161205,减肥,[感冒],[感冒][感冒][感冒]有种女孩 脑袋里只想两件事 减肥和吃[bm紧张][bm紧张][bm紧张][bm紧张][bm紧张][bm紧张] ​
20161205,减肥,[星星],南京·减肥药[星星][星星][星星][星星][星星]就像没受过伤一样。终有一天那个人会后悔错过你。 ​
20161205,减肥,"[偷笑],[爱你]",#毒鸡汤#别指望减肥了，猪八戒走了十万八千里都没瘦下来，况且，他还吃素[偷笑][偷笑][偷笑]其实咱师大个个苗条，哪需要减肥[doge]晚安各位[爱你]@青春师大 @江西师大学生会 @江西师范大学文旅学院学生会 ​
20161205,减肥,[月亮],趁着我还年轻，无论你在世界的哪里，我都会努力去见你。晚安[月亮]ps:减肥第一天，打卡。pps:真的好饿啊…… ​
20161205,减肥,[可怜],[可怜][可怜]通宵复习是因为平时就没听过课 拼命减肥是因为吃零食从来不会控制 分手了才开始后悔是因为之前没有给足够的关心 于是别人开始钦佩你的勤劳同情你的遭遇 可是只有你知道 你所有的痛苦都是罪有应得[bm感动][bm感动][bm感动][bm感动][bm感动] ​
20161205,减肥,[星光],[星光]炫反馈[星光]┏┈┈┈┈┈┈┈┈┈┈┓   魔力减肥奶茶4天减重5.5┗┈┈┈┈┈┈┈┈┈┈┛ 上海·虹口足球场（商圈） ​
20161205,减肥,[泪],运动打卡。不减肥真不行了。。靠。。[泪][泪] ​
20161205,减肥,[打脸],刚想减肥就来大姨妈[打脸][打脸] ​
20161205,减肥,"[抓狂],[思考]",[抓狂][抓狂]通宵复习是因为平时就没听过课 拼命减肥是因为吃零食从来不会控制 分手了才开始后悔是因为之前没有给足够的关心 于是别人开始钦佩你的勤劳同情你的遭遇 可是只有你知道 你所有的痛苦都是罪有应得[思考][思考][思考][思考] ​
20161205,减肥,[衰],[衰][衰][衰]有种女孩 脑袋里只想两件事 减肥和吃[xkl被抓][xkl被抓][xkl被抓][xkl被抓][xkl被抓] ​
20161205,减肥,[悲伤],小胖子的心酸就是，减肥期间想吃不敢吃[悲伤][悲伤][悲伤] 延安·黄陵矿业集团生活服务公司 ​
20161205,减肥,[加油],@小鱼滴滴滴致十二月@减肥明星赵奕然 今天终于收到U盘啦励志一定要减掉大象腿加油吧[加油] 洛阳·孟津县 ​
20161205,减肥,[二哈],还减不减肥[二哈] ​
20161205,减肥,[哼],游泳回来好饿，刚买回来的法式面包很新鲜，淡淡的面包香，涂上全脂牛油。外面突然下起大雨，窝在摇椅里面，吃着面包。这时候谁跟我提立志减肥的事我跟谁急[哼]#深夜发美食拉仇恨# ​
20161205,减肥,[大哭],#今日贴纸打卡##想吃不想胖##减肥大作战# 老子真恨周一到周五的减肥课[大哭] ​
20161205,减肥,"[黑线],[污]",D89+强化D32，过了几天平台期，体重终于又开始掉了，今天课表休息，还是按耐不住跳了，跳之前十分之不情愿，但跳上了就感觉来了[污][污]，这是这么久以来第一次跳四月虐出这么多汗，可算体会到四月的威力了，跳个操跟从澡堂子捞起来一样，汗水呼啦啦往下流[黑线][黑线][黑线]@减肥明星赵奕然 @月半星ye ​ 全文
20161205,减肥,[伤心],see [伤心][伤心] 心拔凉拔凉的 胖啊 哎 我要减肥➕忌嘴 ➕忌奶茶 ​
20161205,减肥,[二哈],每次都是出去浪疯狂不管热量吃吃吃，回去就吃得像兔子一样减肥[二哈]（这几天热量简直爆炸 ​
20161205,减肥,[挖鼻],"@减肥明星赵奕然  L+D4+普通班,100个开合跳+定制2，病了几天，今天重新开始一口气跳完，拉伸时做了个瑜伽拉伸动作，老公说你就是柔软的胖子[挖鼻]，t恤其实是潮潮的，但还是没出现传说中的瀑布汗 ​"
20161205,减肥,"[星星],[喷气]",[星星] 一大波美照来袭[喷气] [喷气] 成功瘦下来 拍出这些美美的照片任何事情只要付出就有回报女生投资自己永远都是真理2016快要过去了 在减肥这件事上 你有为自己投资 为自己付出吗 北京·上地社区 ​
20161205,减肥,"[馋嘴],[怒]",[馋嘴]通宵复习是因为平时就没听过课 拼命减肥是因为吃零食从来不会控制 分手了才开始后悔是因为之前没有给足够的关心 于是别人开始钦佩你的勤劳同情你的遭遇 可是只有你知道 你所有的痛苦都是罪有应得[怒][怒][怒][怒][怒][怒][怒][怒] ​
20161205,减肥,[右哼哼],[右哼哼]找一个健身男票 你就有动力去减肥了[bm投诉][bm投诉][bm投诉][bm投诉][bm投诉][bm投诉] ​
20161205,减肥,"[强壮],[二哈],[怒骂]",@减肥明星赵奕然 M提高班D1天，之前生病请假，教练让我从定制三开始！定制3一遍断断续续跟着跳完了，已经累成[二哈]！因为昨天刚开始跳的缘故，今天全身酸疼，我还是坚持跳完了！肥膘我一定要战胜你……[怒骂][怒骂][怒骂]@spexial小梵 @L晨朵 加油[强壮][强壮] 蚌埠·宏业村 ​
20161205,减肥,[月亮],减肥之路何其难！[月亮] ​
20161205,减肥,[摊手],想减肥却在不停的做好吃的啊啊啊啊，怎么办[摊手] ​
20161205,减肥,[祈祷],好好减肥 希望年底或者一月初成功去上海！拜托拜托了呢。阿弥陀佛[祈祷] ​
20161205,减肥,[泪],减肥其实挺难的[泪][泪][泪] ​
20161205,减肥,[哈哈],[哈哈]对于我这种既管不住嘴又懒得要死的人，没有继续发胖已经算是在减肥了[xkl发财][xkl发财][xkl发财][xkl发财][xkl发财][xkl发财] ​
20161205,减肥,[打脸],L（刘德明）+D21+定制3+拉伸20分钟。不知道是生病才好的缘故还是天气实在太冷。累得不行却也没出多少汗。出差、生病。一转眼又荒废了一周。上上周交作业的时候因为不忌口被刘教批评了。也因为成绩不好要重跳第二套计划。[打脸]减肥好难。但我相信我一定能克服的！加油！@减肥明星赵奕然 ​
20161205,减肥,"[泪],[失望]",说好的减肥今天还是忍不住吃了火锅[泪]想抽自己两个大嘴巴子[失望][失望][失望] ​
20161205,减肥,[偷笑],要早点睡哦，要不然减肥计划就泡汤了[偷笑] ​
20161205,减肥,[二哈],想用水果减肥，把胃缩小，结果发现吃的还更多。[二哈] ​
20161205,减肥,"[摊手],[二哈]",某人说我穿了校服去运动[二哈]可我这真正是减肥服呀[摊手] ​
20161205,减肥,[坏笑],什么时候我才可以减肥🤔我才18岁 不能这么胖下去啊[坏笑]~~~ 天津 ​
20161205,减肥,[傻笑],我要减肥[傻笑] ​
20161205,减肥,[偷笑],虽然今天不是#轻断食# 日，还是拌了牛油果＋柚子＋酸奶＋蜂蜜做午饭，因为好次，啦啦啦[偷笑][偷笑][偷笑]#减肥# ​
20161205,减肥,"[卡门],[向右]",[卡门]  减肥小知识[向右]提醒你什么是标准体重？答:早晨起来上完厕所 空腹称的体重是一天当中最为标准的净体重 因为一天当中 我们随着进食的多少 体重也发生着不同的变化 尤其以下午和晚上体重为最重 因为每到下午和晚上 身体都会发生不同程度的水肿现象从而体重也是一天当中最重的 ​
20161206,减肥,[生病],不要偏食、过度减肥，让身体储存些适量的脂肪，可帮助维持体温[生病]。如果，预先知道今天因工作忙碌，无法按时吃饭，可先准备些饼干、面包，或是人参茶等适时地补充热量。 ​
20161206,减肥,[月亮],不再嚷嚷着减肥，而是只要不出差的时候下班就去健身房锻炼。今天两个半小时的乒乓球，明天跑步机＋器械。谢谢亲爱的陪我去健身房。晚安，明天见[月亮][月亮] ​
20161206,减肥,[二哈],放纵了两个礼拜 肚子上多了两圈肉[二哈]近半年不再想去佳丽了[二哈]为了美美地回家 是时候减肥了[二哈] 厦门 ​
20161206,减肥,"[思考],[瑜伽一]",[思考][思考][思考]要减肥，瘦十斤🙈。晚安 [瑜伽一] 长春·朝阳区 ​
20161206,减肥,[惊恐],今天开始我要减肥[惊恐] ​
20161206,减肥,[泪],[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪]我要减肥！！！！！ ​
20161206,减肥,[眼泪],@减肥明星赵奕然 C常超定制二 + D13:掌握了诀窍，26点位冲刺再也不会折磨小腿肚了。现在虽然体重没大变化，但是脸明显小了。从背后看PP形状也好看了许多[眼泪] ​
20161206,减肥,"[汗],[大哭],[可爱]",说好今天不吃饭的[大哭]可怎么办啊[汗]朋友推荐的尚赫减肥不知道效果怎么样有知道的亲们可以告诉下我[可爱] ​
20161206,减肥,[酷],立个flag 12月好好学习还有要减肥[酷] 内心无比希望不挂科不挂科不挂科 ​
20161206,减肥,"[坏笑],[嘻嘻],[赞啊],[鼓掌]",[赞啊]330天！我妈是个大美人！[嘻嘻]她说大素颜，不美瞳，连个底妆都没有就出门的人估计也只有她了！这一切都是为了me ！因为奶我也不敢减肥。不过在我心中我妈是最美的！[鼓掌]要不我怎么就见到他辣么高兴嘞！妈妈一抱住就敢冲着别人啊啊的叫！这叫什么来着！什么仗人势？[坏笑][坏笑]哈哈！爸爸带一 ​ 全文
20161206,减肥,"[思考],[二哈]",今天天气不错[思考][思考]这个小姑凉有点胖，要减肥了[二哈][二哈]#表白爱豆大作战# ​
20161206,减肥,[摊手],明天开始恢复减肥，这段时间晚饭吃的挺多的，吃奶茶烧饼鸡蛋饼肉啊什么的，体重一斤也没掉，不过也没往上涨，本来定好放假前110的，照这个速度现在恐怕做不到了[摊手] ​
20161206,减肥,[哼],每天被师姐一百种方式喊出去吃饭[哼][哼]我是要减肥的人呐[doge][doge][doge] ​
20161206,减肥,[吃惊],好不容易下决心晚上积极起来接着跳操，结果刚跳了半小时，楼下男主银就上来敲门警告扰民了[吃惊]@减肥明星赵奕然 有没有什么好办法能够消噪音啊！ ​
20161206,减肥,[可爱],L D M +普通班+唐丽+7D ，加油，晚安[可爱]@减肥明星赵奕然 ​
20161206,减肥,[眼泪],绿阁懒虫 打卡第216天，运动从今天开始。打卡通道打卡社区 加入#运动教室#每一天离好身材更进一步！      从来都是不吃饱没有力气减肥[眼泪] ​
20161206,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了[微笑] ​
20161206,减肥,[微笑],ER强化训练+D24+四月+跳绳500+全套拉伸，跳前51.5跳后51。开始减的慢慢戈，告诉自己不要太在意，坚持每一天，日积月累必有收获。[微笑]@减肥明星赵奕然 @月半星ye @M--娟_ ​
20161206,减肥,[二哈],开始减肥的日子了[二哈][二哈][二哈] ​
20161206,减肥,[泪],体重到达新高，我要开始减肥啦[泪][泪] ​
20161206,减肥,[微笑],一张图告诉你为什么要减肥[微笑] ​
20161206,减肥,[眼泪],@减肥明星赵奕然 C常超定制二 + D13:掌握了诀窍，26点位冲刺再也不会折磨小腿肚了。现在虽然体重没大变化，但是脸明显小了。从背后看PP形状也好看了许多[眼泪] ​
20161206,减肥,"[汗],[大哭],[可爱]",说好今天不吃饭的[大哭]可怎么办啊[汗]朋友推荐的尚赫减肥不知道效果怎么样有知道的亲们可以告诉下我[可爱] ​
20161206,减肥,[酷],立个flag 12月好好学习还有要减肥[酷] 内心无比希望不挂科不挂科不挂科 ​
20161206,减肥,"[坏笑],[嘻嘻],[赞啊],[鼓掌]",[赞啊]330天！我妈是个大美人！[嘻嘻]她说大素颜，不美瞳，连个底妆都没有就出门的人估计也只有她了！这一切都是为了me ！因为奶我也不敢减肥。不过在我心中我妈是最美的！[鼓掌]要不我怎么就见到他辣么高兴嘞！妈妈一抱住就敢冲着别人啊啊的叫！这叫什么来着！什么仗人势？[坏笑][坏笑]哈哈！爸爸带一 ​ 全文
20161206,减肥,"[思考],[二哈]",今天天气不错[思考][思考]这个小姑凉有点胖，要减肥了[二哈][二哈]#表白爱豆大作战# ​
20161206,减肥,[摊手],明天开始恢复减肥，这段时间晚饭吃的挺多的，吃奶茶烧饼鸡蛋饼肉啊什么的，体重一斤也没掉，不过也没往上涨，本来定好放假前110的，照这个速度现在恐怕做不到了[摊手] ​
20161206,减肥,"[右哼哼],[左哼哼]",大象腿，快减肥！[右哼哼][左哼哼] ​
20161206,减肥,[摊手],我想喝烧仙草又想减肥[摊手] ​
20161206,减肥,[爱你],#彭先生与花小花的日常# 早睡计划泡汤了～唉～喉咙感觉肿起来了～[笑cry]今天上班好累～一直有种再上下去要疯了的感觉啊～唉～不过可能每份工作都是这样的～@小南_接下来请让我抽到樱saber 怎么换了saber脸都不叫我一声！休息天还要学车～准备睡觉咯～老公晚安～[爱你]吃完薯片才有力气减肥啊！ ​
20161206,减肥,[摊手],从今天晚上开始我要努力学习！…………………从明天开始我要减肥！ …………………我真的要控制自己玩手机的时间了！…………………我怎么就那么喜欢给自己立flag呢[摊手] ​
20161206,减肥,[眼泪],谁还没胖过啊[眼泪] [眼泪] [眼泪] 我真信了 瘦下来你会更美的说法@每天一节减肥课 @瘦对比 ​
20161206,减肥,"[污],[亲亲]",明天开始认真减肥，否则寒假回去没脸见人了[污][亲亲][亲亲][亲亲] ​
20161206,减肥,[眼泪],一天没吃饭，我竟然不饿，看来喝酒能减肥啊[眼泪][眼泪][眼泪] 十堰·房县 ​
20161206,减肥,[泪],看到别人那么认真的减肥，好鄙视自己的意志力[泪] ​
20161206,减肥,[二哈],八种原料，自制常润茶（其实是减肥茶的配方）感谢“碧生源”提供的信息[二哈] ​
20161206,减肥,"[抓狂],[衰],[黑线],[作揖]",54.7公斤，[黑线][黑线][抓狂][衰]爆炸了快，减肥减肥减肥～～～～跪求厌食症[作揖] 西安·电子城 ​
20161206,减肥,[二哈],我要减肥，不能在这么堕落下去了[二哈] ​
20161206,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了 [微笑] 漯河·丹尼斯（商圈） ​
20161206,减肥,[草泥马],开始减肥[草泥马] ​
20161206,减肥,[摊手],哎 讲真 考完试就减肥[摊手] ​
20161206,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了 [微笑] ​
20161206,减肥,"[加油],[笑哈哈]",#21天减肥法# 为了自己，明天开始坚持21天打卡，希望自己可以坚持住[加油][笑哈哈]#今日贴纸打卡# ​
20161206,减肥,[奥特曼],[奥特曼]所有的动力都来自内心的沸腾。如果你做不到一件事，无论是搞好关系，还是寻找爱人，还是减肥，都是因为你还没有真正想做。——毕淑敏《愿你与这世界温暖相拥》 ​
20161206,减肥,"[馋嘴],[傻眼]",最近患了晚上不想睡，早上不想起症，不爽[傻眼]还有就是天冷了，好想吃零食[馋嘴]no，我要减肥，不可以吃！ ​
20161206,减肥,"[二哈],[拜拜]",『#X崴#.又是一天』到万象城负3层，差点找不回放电车的路[拜拜][拜拜]。今晚陪王婷同学去凤岭北看她家新房的装修进度，顺便到万象城吃香天下火锅，爽爆了……说好的减肥呢？[二哈]再见(ー_ー)!!……你好，肥肉，咱们终生不分离。 南宁·印尼园·尊玺 ​
20161206,减肥,[疑问],哎～跑步跑一个小时还是没第一名md！我圈子的人那么勤奋咩[疑问][疑问]#夜跑打卡##努力，只为遇见更好的自己##减肥# 广州·麓湖高尔夫球乡村俱乐部 ​
20161206,减肥,"[斜眼],[困]",遇上总是不停的让你吃吃吃的公婆也是无奈[困]，自己爸妈还能发个脾气吼两嗓子，别人爸妈总还是不想那么直接，减肥路上的拦路虎绊脚石太多了[斜眼] ​
20161206,减肥,[伤心],我要减肥，不减五斤不发微博[伤心] ​
20161206,减肥,[二哈],麻，我想减肥[二哈][二哈][二哈] ​
20161206,减肥,[捂脸],#如何瘦到90斤# 经常碰到那种大体重的姑娘，减肥还在犹犹豫豫，磨磨唧唧，我都替她们心急，真心的想说，妹子，你都胖成这样了，赶紧减吧，这么多肥肉留着过年吗[捂脸][捂脸] ​
20161206,减肥,[泪],打算明天开始21天减肥法，不知道能不能坚持[泪] 长沙·雨花区 ​
20161206,减肥,[噢耶],#21天减肥法#十八.     懒得打卡了周四就可以把小花改掉[噢耶][噢耶] ​
20161206,减肥,"[微笑],[二哈]",几年前的对比  真的要减肥了[微笑][二哈] ​
20161206,减肥,[泪],Day-12 #努力更好##减肥天天有#蹬空中自行车200个，50个一组，4组，拉伸运动，平板支撑3分钟，刷腿，120+，图片2动作40次，原来少做了这么多[泪] ​
20161206,减肥,"[噢耶],[困]",减肥第一天[噢耶]好饿 身上好疼[困] ​
20161206,减肥,"[加油],[二哈]",#减肥30day#   第六天，体重下降了一斤，艰难之。冬天，人并不太喜欢动，因为怕冷，要储存能量过冬，所以饮食就必须控制住。在坚持基本运动的基础上，希望下一个第六天会有惊喜。[加油]PS:为了迎接新的一年，擦了所有的窗户，窗明几净，颇有成就感。不过实在太累了[二哈][二哈][二哈]泡个热水脚碎觉去 ​ 全文
20161206,减肥,"[眼泪],[困]",“减肥不过是说出来 吓唬吓唬这一身肉罢了[眼泪][眼泪][眼泪]晚安[困][困]” 佛山·高明区 ​
20161206,减肥,[沙尘暴],【减肥食谱五】早餐：一个蒸糯玉米，1个荷包蛋，一杯牛奶。中[沙尘暴]餐：西红柿牛肉面(面只吃一半)，凉拌海带胡萝卜丝。晚餐：豆苗鱼丸汤，素炒丝瓜，烤甘薯1块。 ​
20161206,减肥,[嘻嘻],hp-提高班D3天，享受汗珠掉在地上摔八瓣的感觉，今天空腹体重56.5历史新低，[嘻嘻]@减肥明星赵奕然 ​
20161206,减肥,[心],【学生时代最遗憾的事 献给毕业的你】 都是要毕业了才爱上这所学校：被吐槽的食堂菜，年租800块的四人寝，嚷着减肥又光顾的小吃摊......毕业的我们，即将和这个世界单打独斗。不要在青春告别前留有遗憾[心]http://t.cn/RcT46p9 ​
20161206,减肥,[二哈],重新开始减肥什么好吃的我也不吃[二哈] ​
20161206,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了[微笑] 西安·骊景新天地 ​
20161206,减肥,"[白眼],[火焰]",冬天就是要吃火锅[火焰]减肥啥的都不说了，还有发现自己现在突然变成了爱逛街爱粉色的普通小女生[白眼][白眼] ​
20161206,减肥,[泪],朕的减肥大业[泪] ​
20161206,减肥,[二哈],要减肥就得早睡[二哈]晚安晚安晚安[二哈][二哈] ​
20161206,减肥,"[握手],[胜利],[奋斗],[气球],[撇嘴]",[气球]减肥一一一减掉的不只是脂肪，减掉的是自卑和别人异样的眼光[奋斗][气球]塑形一一一塑造的不只是曲线，塑造的是自信和别人对您的信赖[握手][气球]脂肪管理一一一管理的不只是脂肪，更重要的是健康和责任[胜利][胜利]背厚一公分，显老三四岁[撇嘴]腰段细一寸，媚力添十分 ​ 全文
20161207,减肥,[二哈],减肥最要命的地方是，就算不想体重体脂反弹，仅仅维持现状也得每天坚持[二哈] 重庆·松树桥 ​
20161207,减肥,[女孩],我觉得女孩子还是该开阔自己的视野 去减肥 去打扮 去实现理想 敢于追随一切自己喜欢的 因为年轻就这么几年 但自己一定要身心独立[女孩] 赣州·江西环境工程职业学院 ​
20161207,减肥,[眼泪],哈哈……还不如找我减肥整容[眼泪] [眼泪] 秒拍视频 . ​
20161207,减肥,[泪],哥本哈根减肥法，彻底失败[泪] ​
20161207,减肥,[可怜],最喜欢每天练完瑜伽的气色！只是那胖了十几斤的肉，不知长去哪里了。吓死人一百二十多的体重，减肥计划实行中[可怜] ​
20161207,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人 没有继续发胖已经算是在减肥了[微笑] ​
20161207,减肥,[汗],强化训练班D8    定制1+卷腹3*20+动感单车30分钟+下腹剪刀布6组+侧面平板撑5组（简易版）+拉伸    做完这些直接腿软，侧面平板撑也是很艰难的完成，臂力腰腹腿部力量太差，健身路漫漫，但每天出汗的感觉好爽的单次掉秤0.5kg，明天继续加油（忘记拍照了[汗][汗][汗][汗]）@减肥明星赵奕然 @月半星ye ​
20161207,减肥,[二哈],小腿粗了好多。妈的。减肥[二哈] ​
20161207,减肥,"[嘘],[大哭],[拜拜],[委屈]",#study account##what's in my notebook##studyaccount# 最近超级能吃[拜拜]长胖了长胖了长胖了[嘘][嘘]我要减肥[委屈]太能吃了[大哭][大哭]今天是自半期以来第一次在学校就完成了所有作业 ​
20161207,减肥,"[眼泪],[委屈]",一直满足现状_的我 [委屈]觉得还是得减减肥[眼泪] 百褶裙实在难掩我的肥🤔 ​
20161207,减肥,"[爱心],[傲慢]",@V[爱心]️360980688 ❣️【减肥】槿草堂绝对你减肥的终点站‼️不管你是什么样的顽固体质，不管你吃过多少种减肥产品，不管你对减肥多么绝望！槿草堂解决所有肥胖！全宇宙最牛X的减肥产品没有之一！月瘦10-30斤！如果你连尝试的勇气的都没有，活该是个胖子[傲慢] 宿迁 ​
20161207,减肥,[泪],吃胖很容易且吃且珍惜又到了减肥的时候了[泪] ​
20161207,减肥,"[嘘],[赞]",[赞][赞][赞]有种女孩 脑袋里只想两件事 减肥和吃[嘘] ​
20161207,减肥,"[黑线],[顶]",[顶][顶][顶]下决心减肥坚持不到一礼拜就放弃了 保证不迟到第二天依旧睡过头 许诺对自己好点 可抽烟熬夜乱吃东西啥也没改 说好的忘了你不联系 可难过起来电话还是拨了出去 人最没用 莫过于对自己不负责 连答应自己的事都办不到 还总抱怨全世界都在欺骗你 .[黑线][黑线][黑线] ​
20161207,减肥,[加油],灿烈呀，我的屏保，背景图要告别你一段时间了，一定要减肥成功[加油][加油][加油] ​
20161207,减肥,[二哈],现在的我……好饿好饿好饿呀。饿得想起来之前在减肥，有天临睡前特别饿，室友爸妈都是医生所以她还略懂点，她苦口婆心地制止我伸向食品袋的手，劝我“睡吧，睡着了就不饿了”……同样是她，在我减肥略见成效时，鼓励我“你现在是猪扒变美女（划掉）”，“励志模板”[二哈]#说这么多是因为我好饿# ​ 全文
20161207,减肥,[污],#致十二月#一个月没上称之后的数字又让我心头一惊 再不减肥有要爆表啦[污][污][污] ​
20161207,减肥,[鼓掌],快乐假期国庆大吃大喝也没反弹，开心死了 给你我的减肥成功经验阿 卫星 1678663859[鼓掌] ​
20161207,减肥,[污],室友最近减肥，跟着视频做操。尤其喜欢在拉上床帘，一个人躺着做。我第一次听到莫名的娇喘，感受床大幅度地摇晃的时候，原谅我想多了..[污][污] 苏州·江苏科技大学张家港分校 ​
20161207,减肥,[太阳],HLX提高班day1.重头再来的第一天。成功路上最大的阻碍永远来源于自己的内心，客服懒惰拖沓自己一切的不乐意，轻而易举的完成了今天的目标。[太阳][太阳]@减肥明星赵奕然 @ER团队-侯磊教练 ​
